date,renderedContent,user
2022-07-27 22:19:57+00:00,"Kicking off Orientation, @LKYSch mounted for our incoming students this in-person, OTH-lobby Welcome, the first in three years since before the COVID pandemic began.  
One of my faculty colleagues confessed on this one he wasn't just wearing shorts. https://t.co/VE4wIVCoXR",https://twitter.com/DannyQuah
2022-05-21 23:30:52+00:00,"The Saw Swee Hock Southeast Asia Centre at LSE is just one of many, many bidirectional, people-people connections between Singapore and London re-activating offline as COVID restrictions continue to streamline. https://t.co/bhHK5IjhCh",https://twitter.com/DannyQuah
2021-11-11 10:04:34+00:00,... between exogenous and endogenous disturbances. I said why Resilience is a good construct to think about how societies should build against exogenous shocks (like COVID) (3/4),https://twitter.com/DannyQuah
2021-10-08 14:49:28+00:00,"A close-sitting packed auditorium is something many of us haven't seen in a while. But from out of the past year of China's zero-tolerance approach to COVID, this was the audience in Beijing when I spoke at Tsinghua University's Two Carbons International Forum late September. https://t.co/RcU6hHTcZc",https://twitter.com/DannyQuah
2021-09-26 10:00:29+00:00,"COVID booster jab done. Feeling great. 

Nurse practitioner did tell me, however, that by the time he reaches my age he figures he won't have the energy to do anything any more. So he reckons he'd better get in all his living while he can. 

Already winning. https://t.co/VZyuTOhnh2",https://twitter.com/DannyQuah
2021-08-03 11:58:42+00:00,"All of us understand how tourism and travel have been hit hard.  

This is even without mentioning the risk of COVID infection and debilitation.

But at the same time...",https://twitter.com/DannyQuah
2021-07-02 04:21:42+00:00,"Ong Toon Hui the Dean at Civil Service College and I take stock of what public policy has done on the pandemic, introducing the special issue of ETHOS devoted to crisis and COVID-19, featuring our CSC-LKYSPP partnership.
csc.gov.sg/articles/takin…
in csc.gov.sg/docs/default-s… https://t.co/4QZBzIQj1R",https://twitter.com/DannyQuah
2021-06-12 10:26:37+00:00,Perhaps the single most memorable economic picture of the global COVID-19 pandemic is a graph such as this Figure of coordinated 2020 downturn in economic growth around the world. But this thinking conflates two effects: https://t.co/CshLFNAd0s,https://twitter.com/DannyQuah
2021-06-11 14:55:43+00:00,The Inchoate Tradeoff Between COVID-19 and The Economy dannyquah.com/writings/en/20…,https://twitter.com/DannyQuah
2021-06-09 09:16:57+00:00,"""The evidence shows a near-zero correlation between COVID safety and economic performance overall. Large portions of the outcome space however indicate a positive relation. In these regions, the shock effect dominates.""",https://twitter.com/DannyQuah
2021-05-24 13:50:37+00:00,"With more stringent policy measures in place, COVID-19 infections should be lower, even as economic performance is degraded. Thus, the correlation should be firmly negative between measures of economic performance and COVID social safety. https://t.co/zLhBAD7BCu",https://twitter.com/DannyQuah
2021-04-11 11:38:59+00:00,"... responsibilities of being a world power. Today the world thinks none of these things of America. US COVID mis-management led to deaths 1700 per mn of its people. We should judge the US on these alone, and not play league-table ping-pong about who is better or worse than it.",https://twitter.com/DannyQuah
2021-04-09 01:47:07+00:00,"Here, for NUS, I'm doing a flipped webinar, where the panel's opening statements were earlier recorded and we'll be coming on live just for Q+A: new world order with a new US administration? What's post-COVID? Who loves crypto? 

Trailer youtube.com/watch?v=nqBkj_…",https://twitter.com/DannyQuah
2021-04-01 06:50:13+00:00,"Say what you will, but the man has boundless energy. In the runup to the Clubhouse conversation later this afternoon, @mahbubani_k suggested we might cover US-China relations; ASEAN's role in the new geopolitical landscape; lessons from COVID-19 worldwide; ... https://t.co/dhNURcUJfR",https://twitter.com/DannyQuah
2021-02-10 10:20:50+00:00,"In the precise language developed for scholarly research, ""complex"" doesn't mean ""awfully complicated"", and ""superwicked"" isn't ""really quite mean"". How are the coronavirus pandemic and the global climate crisis superwicked problems?

facebook.com/events/4242200…",https://twitter.com/DannyQuah
2021-02-06 10:48:14+00:00,"Some governments say ""That's not how we do things"", and so won't compel citizens on COVID-safety measures to protect their own national health systems. On their universities, however, ...
channelnewsasia.com/news/commentar…",https://twitter.com/DannyQuah
2021-01-29 07:27:22+00:00,"In Looking to 2021: Outlook for the Global Economy, I give some facts across nations on current economic trajectory and COVID experience, and two principles: first, balance and care are needed, more than ever, in the economic recovery to come; ...",https://twitter.com/DannyQuah
2021-01-15 15:09:53+00:00,"Other nations --- China, New Zealand, Singapore --- have suffered COVID-19 deaths per million of between 3 and 5. The US? 1100. Other Trans-Atlantic powers: The UK, 1200; the EU, 890.  
(7/8)",https://twitter.com/DannyQuah
2021-01-15 15:09:52+00:00,"can have 25% of the world's infections and 19% of the world's deaths from COVID-19, when it has only 4% of the world's population.  
(6/8)",https://twitter.com/DannyQuah
2021-01-15 15:09:51+00:00,"I talked about how it might well have been natural, early on, to think of the COVID-19 pandemic as just a health pandemic. But while testing, contact tracing, quarantine, and vaccination will remain critical, ...
(3/8)",https://twitter.com/DannyQuah
2021-01-11 10:39:31+00:00,"In a few hours (SGT 0900h Tue 12 Jan) at IPS Singapore Perspectives 2021, I moderate this conversation with Tharman Shanmugaratnam @Tharman_S and Tyler Cowen @tylercowen , alongside discussant Selena Ling, on Jobs and Skills post-COVID and longer term.

lkyspp.nus.edu.sg/ips/events/det…",https://twitter.com/DannyQuah
2020-11-13 14:30:14+00:00,"At Caixin Summit 2020 I got together with Ngaire Woods and Qi Ye at a Deans' Roundtable, guided by Li Xin, to talk about COVID-19 and the policy challenges it surfaced. Inevitably, we ended up discussing multilateralism. I talked about the great American...
(1/2) https://t.co/hzRry85vBj",https://twitter.com/DannyQuah
2020-10-26 09:29:58+00:00,"COVID-19 or not, we're having our NUS PhD Open Day this Thu 29 Oct. A slew of interesting students and faculty will speak. And then me too.   

facebook.com/nusphd/posts/1…
nus.edu.sg/nusgs/agenda/ https://t.co/MsS5iRGh5b",https://twitter.com/DannyQuah
2020-10-18 10:50:31+00:00,"Sorry in the event my system here crashed, and I was unable to continue  my lecture for the LSE International Development series. Nothing to do with COVID-19 or our top-class national infrastructure.",https://twitter.com/DannyQuah
2020-10-11 07:54:44+00:00,"No one got to attend Reunions this year. But my kit came. Maybe one day, all of us (alongside Brooke Shields, Jeff Bezos, Michelle Obama, ...) will get together and talk about that time everything went COVID. https://t.co/VOVsDDYjZX",https://twitter.com/DannyQuah
2020-09-22 14:14:01+00:00,"In closing out this year's Singapore Summit last Thursday, I got to speak to Nadiem Makarim, Indonesia's Minister of Education and Culture (and founder of Gojek), and ask his views on:   
(a) technology and COVID-19's impact on the education industry -...  (1/3) https://t.co/rHzr3d2FD5",https://twitter.com/DannyQuah
